animal_id,day,group,stroke_type,study_group,Strain,outcome,value,floor,ceiling,valid_value,at_floor,at_ceiling
GV_T3_10_1,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_10_1,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_10_1,7,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_10_1,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,11.11111111,0.0,100.0,True,False,False
GV_T3_10_1,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_10_2,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_10_2,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_10_2,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_10_2,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_10_2,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_10_4,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_10_4,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_10_4,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_11_2,0,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_11_2,3,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_11_2,28,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_11_3,0,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,15.0,0.0,100.0,True,False,False
GV_T3_11_3,3,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,13.33333333,0.0,100.0,True,False,False
GV_T3_11_3,7,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_11_3,14,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,18.18181818,0.0,100.0,True,False,False
GV_T3_11_3,21,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_11_3,28,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,5.555555556,0.0,100.0,True,False,False
GV_T3_11_4,0,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_11_4,3,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_11_4,7,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,7.692307692,0.0,100.0,True,False,False
GV_T3_11_4,14,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,11.76470588,0.0,100.0,True,False,False
GV_T3_11_4,21,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_11_4,28,Sham,MOp/MOs Sham,GV-1 ,C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_12_1,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,5.882352941,0.0,100.0,True,False,False
GV_T3_12_1,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,40.0,0.0,100.0,True,False,False
GV_T3_12_2,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_12_2,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,31.57894737,0.0,100.0,True,False,False
GV_T3_12_2,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,29.41176471,0.0,100.0,True,False,False
GV_T3_12_2,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,30.0,0.0,100.0,True,False,False
GV_T3_12_2,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,18.18181818,0.0,100.0,True,False,False
GV_T3_12_2,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,12.5,0.0,100.0,True,False,False
GV_T3_12_2,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_12_3,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,6.666666667,0.0,100.0,True,False,False
GV_T3_12_3,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,35.0,0.0,100.0,True,False,False
GV_T3_12_3,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_12_3,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,25.0,0.0,100.0,True,False,False
GV_T3_12_3,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_12_3,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,18.18181818,0.0,100.0,True,False,False
GV_T3_12_3,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_13_1,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_13_1,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,35.0,0.0,100.0,True,False,False
GV_T3_13_1,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,27.27272727,0.0,100.0,True,False,False
GV_T3_13_1,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_13_1,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,18.18181818,0.0,100.0,True,False,False
GV_T3_13_1,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,8.333333333,0.0,100.0,True,False,False
GV_T3_13_1,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_13_2,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,30.0,0.0,100.0,True,False,False
GV_T3_13_2,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_13_2,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,28.57142857,0.0,100.0,True,False,False
GV_T3_13_2,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_13_3,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_13_3,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,30.0,0.0,100.0,True,False,False
GV_T3_13_3,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,29.41176471,0.0,100.0,True,False,False
GV_T3_13_3,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_13_3,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,15.38461538,0.0,100.0,True,False,False
GV_T3_13_3,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,8.333333333,0.0,100.0,True,False,False
GV_T3_13_3,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_13_4,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,11.76470588,0.0,100.0,True,False,False
GV_T3_13_4,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,27.27272727,0.0,100.0,True,False,False
GV_T3_13_4,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,25.0,0.0,100.0,True,False,False
GV_T3_13_4,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,25.0,0.0,100.0,True,False,False
GV_T3_13_4,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_13_4,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_13_5,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.555555556,0.0,100.0,True,False,False
GV_T3_13_5,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_13_5,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,6.666666667,0.0,100.0,True,False,False
GV_T3_14_1,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_14_1,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,53.33333333,0.0,100.0,True,False,False
GV_T3_14_1,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,37.5,0.0,100.0,True,False,False
GV_T3_14_1,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_14_1,28,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_14_1,42,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_14_1,56,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,28.57142857,0.0,100.0,True,False,False
GV_T3_14_2,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.882352941,0.0,100.0,True,False,False
GV_T3_14_2,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,41.17647059,0.0,100.0,True,False,False
GV_T3_14_2,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,36.84210526,0.0,100.0,True,False,False
GV_T3_14_2,56,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_14_3,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.263157895,0.0,100.0,True,False,False
GV_T3_14_3,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,42.85714286,0.0,100.0,True,False,False
GV_T3_14_3,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_14_3,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,50.0,0.0,100.0,True,False,False
GV_T3_14_3,28,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,30.0,0.0,100.0,True,False,False
GV_T3_14_3,42,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,25.0,0.0,100.0,True,False,False
GV_T3_14_4,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.263157895,0.0,100.0,True,False,False
GV_T3_14_4,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_14_5,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_14_5,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_14_5,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,11.76470588,0.0,100.0,True,False,False
GV_T3_14_5,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_16_1,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_16_1,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_16_1,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_16_1,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,12.5,0.0,100.0,True,False,False
GV_T3_16_2,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_16_2,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,35.0,0.0,100.0,True,False,False
GV_T3_16_2,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,25.0,0.0,100.0,True,False,False
GV_T3_16_2,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,27.27272727,0.0,100.0,True,False,False
GV_T3_16_2,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,11.11111111,0.0,100.0,True,False,False
GV_T3_16_2,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,6.25,0.0,100.0,True,False,False
GV_T3_16_3,0,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_16_3,3,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,40.0,0.0,100.0,True,False,False
GV_T3_16_3,7,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,45.0,0.0,100.0,True,False,False
GV_T3_16_3,14,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_16_3,28,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,28.57142857,0.0,100.0,True,False,False
GV_T3_16_3,42,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,12.5,0.0,100.0,True,False,False
GV_T3_16_3,56,Stroke,MOp/MOs (large),"GV-1.4 (WT-PT, C3a-8wks)",C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_16_4,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.555555556,0.0,100.0,True,False,False
GV_T3_16_4,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_16_4,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,23.52941176,0.0,100.0,True,False,False
GV_T3_16_4,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,40.0,0.0,100.0,True,False,False
GV_T3_16_4,42,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_17_2,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_17_2,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_17_2,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_17_2,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_17_3,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,8.333333333,0.0,100.0,True,False,False
GV_T3_17_3,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_17_3,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,28.57142857,0.0,100.0,True,False,False
GV_T3_17_3,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,28.57142857,0.0,100.0,True,False,False
GV_T3_17_3,28,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,28.57142857,0.0,100.0,True,False,False
GV_T3_17_3,56,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_17_4,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_17_4,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_17_4,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_17_4,14,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,13.33333333,0.0,100.0,True,False,False
GV_T3_17_4,28,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,23.07692308,0.0,100.0,True,False,False
GV_T3_17_4,42,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_17_4,56,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_17_5,0,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_17_5,3,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_17_5,7,Stroke,MOp/MOs (large),"GV-1.3 (WT-PT, C3a control-8wks)",C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_3_1,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,52.94117647,0.0,100.0,True,False,False
GV_T3_3_1,7,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,33.33333333,0.0,100.0,True,False,False
GV_T3_3_1,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,23.07692308,0.0,100.0,True,False,False
GV_T3_3_1,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_3_1,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,6.25,0.0,100.0,True,False,False
GV_T3_3_2,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_3_2,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,16.66666667,0.0,100.0,True,False,False
GV_T3_3_2,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,9.090909091,0.0,100.0,True,False,False
GV_T3_3_3,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_3_3,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,40.0,0.0,100.0,True,False,False
GV_T3_3_3,7,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,9.090909091,0.0,100.0,True,False,False
GV_T3_3_3,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,14.28571429,0.0,100.0,True,False,False
GV_T3_3_3,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_4_1,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_4_1,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,21.42857143,0.0,100.0,True,False,False
GV_T3_4_1,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,10.0,0.0,100.0,True,False,False
GV_T3_4_1,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,11.11111111,0.0,100.0,True,False,False
GV_T3_4_2,7,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,25.0,0.0,100.0,True,False,False
GV_T3_4_2,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,20.0,0.0,100.0,True,False,False
GV_T3_4_2,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,12.5,0.0,100.0,True,False,False
GV_T3_4_3,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_4_3,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,41.66666667,0.0,100.0,True,False,False
GV_T3_4_3,7,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,11.11111111,0.0,100.0,True,False,False
GV_T3_4_3,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,7.692307692,0.0,100.0,True,False,False
GV_T3_4_3,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,18.18181818,0.0,100.0,True,False,False
GV_T3_4_3,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,5.0,0.0,100.0,True,False,False
GV_T3_8_2,0,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_8_2,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,44.44444444,0.0,100.0,True,False,False
GV_T3_8_2,7,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,30.76923077,0.0,100.0,True,False,False
GV_T3_8_2,14,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,15.38461538,0.0,100.0,True,False,False
GV_T3_8_2,21,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_8_2,28,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
GV_T3_8_4,3,Stroke,MOp/MOs (large),GV-1 ,C57BL/6J,C_PawDragPercent,0.0,0.0,100.0,True,True,False
